frame,arousal,valence
0,0.09185561537742615,-0.23931461572647095
1,0.11847086250782013,-0.46455493569374084
2,0.33298826217651367,-0.5894454717636108
3,0.09379446506500244,-0.1666838675737381
4,0.04670555144548416,-0.2723676860332489
5,-0.04765002429485321,-0.32104480266571045
6,-0.00014394521713256836,-0.3279472887516022
7,0.29013609886169434,-0.6458971500396729
8,0.02828584611415863,-0.2897249460220337
9,0.05450647324323654,-0.274914026260376
10,0.0823637992143631,-0.1904812455177307
11,0.033604808151721954,-0.302519291639328
12,0.052439890801906586,-0.25826263427734375
13,-0.05140000581741333,-0.30294254422187805
14,0.13317975401878357,-0.574815571308136
15,-0.13826382160186768,-0.3792414367198944
16,0.013129591941833496,-0.24545085430145264
17,-0.0558200478553772,-0.1321926712989807
18,-0.07109537720680237,-0.19913914799690247
19,0.1430361270904541,-0.1618013083934784
20,-0.016802068799734116,-0.14224141836166382
21,-0.22203484177589417,-0.14632746577262878
22,-0.19545285403728485,-0.3114669620990753
23,-0.13093337416648865,-0.3420458734035492
24,-0.0863630399107933,-0.3896313011646271
25,0.032551512122154236,-0.3728072941303253
26,-0.004028335213661194,-0.4139706492424011
27,-0.12731654942035675,-0.4167919456958771
28,-0.09476717561483383,-0.398664265871048
29,-0.12271162867546082,-0.3950740396976471
30,-0.10237843543291092,-0.3406080901622772
31,-0.08858686685562134,-0.3493680953979492
32,-0.08261916041374207,-0.34469178318977356
33,-0.0727158933877945,-0.27721425890922546
34,-0.1312600076198578,-0.3716624081134796
35,-0.1420997679233551,-0.33245524764060974
36,-0.22590576112270355,-0.3062154948711395
37,-0.12082274258136749,-0.29971548914909363
38,-0.07803957909345627,-0.266996294260025
39,-0.04735568165779114,-0.273391455411911
40,-0.0320841446518898,-0.2832525074481964
41,-0.02487538754940033,-0.27996328473091125
42,-0.04742051661014557,-0.3002767562866211
43,-0.09385538101196289,-0.28204649686813354
44,-0.12030194699764252,-0.2121269404888153
45,-0.10517194867134094,-0.2062039077281952
46,-0.09488622844219208,-0.1676788032054901
47,-0.21357260644435883,-0.14516758918762207
48,-0.24087320268154144,-0.19750866293907166
49,-0.23483887314796448,-0.20699840784072876
50,-0.26993441581726074,-0.19367504119873047
