frame,arousal,valence
0,-0.4333696663379669,-0.3005439043045044
1,-0.5450566411018372,-0.2786402404308319
2,-0.5965359210968018,-0.2967453896999359
3,-0.6033223867416382,-0.2826165556907654
4,-0.6294782161712646,-0.286384254693985
5,-0.6189462542533875,-0.28555604815483093
6,-0.5743894577026367,-0.2802427113056183
7,-0.3182218670845032,-0.32296237349510193
8,-0.20325890183448792,-0.33361145853996277
9,-0.1988149732351303,-0.3773081600666046
10,-0.12977755069732666,-0.39677223563194275
11,-0.14163190126419067,-0.3668680787086487
12,-0.19084089994430542,-0.3619656562805176
13,-0.18846336007118225,-0.34437432885169983
14,-0.16073864698410034,-0.3485884964466095
15,-0.191145658493042,-0.3037252724170685
16,-0.1619030088186264,-0.26163551211357117
17,-0.1484367549419403,-0.29408496618270874
18,-0.10884439945220947,-0.3499244153499603
19,-0.15204283595085144,-0.2706257104873657
20,-0.14615711569786072,-0.33784598112106323
21,-0.1782158762216568,-0.2596755027770996
22,-0.15366820991039276,-0.31498730182647705
23,-0.14306634664535522,-0.28888648748397827
24,-0.12752288579940796,-0.2792934477329254
25,-0.13498970866203308,-0.28669747710227966
26,-0.20183587074279785,-0.3186871409416199
27,-0.09211549162864685,-0.2603612542152405
28,-0.23608708381652832,-0.2966839671134949
29,-0.20999549329280853,-0.3184221088886261
30,-0.19172167778015137,-0.31790268421173096
31,-0.13744202256202698,-0.32635366916656494
32,-0.15703609585762024,-0.27995097637176514
33,-0.23167887330055237,-0.32729411125183105
34,-0.19382360577583313,-0.33520591259002686
35,-0.18815964460372925,-0.30711784958839417
36,-0.15624378621578217,-0.33506572246551514
37,-0.20476776361465454,-0.31953707337379456
38,-0.21175050735473633,-0.33921945095062256
39,-0.18605278432369232,-0.3064930737018585
40,-0.14089079201221466,-0.32647520303726196
41,-0.10787252336740494,-0.2788994312286377
42,-0.18710297346115112,-0.33365482091903687
43,-0.13561013340950012,-0.32900044322013855
44,-0.220441073179245,-0.33143624663352966
45,-0.17808985710144043,-0.3453848361968994
46,-0.19898474216461182,-0.37199655175209045
47,-0.18418186902999878,-0.36641186475753784
48,-0.2351306676864624,-0.32099953293800354
49,-0.21013817191123962,-0.3356432616710663
50,-0.21341635286808014,-0.34258219599723816
51,-0.23366570472717285,-0.30055972933769226
52,-0.21234026551246643,-0.3308126628398895
53,-0.23886996507644653,-0.32934293150901794
54,-0.22503012418746948,-0.3326099216938019
55,-0.21077001094818115,-0.22763779759407043
56,-0.2512781620025635,-0.17161022126674652
57,-0.25198131799697876,-0.21058064699172974
58,-0.2595910131931305,-0.22806107997894287
59,-0.2313605397939682,-0.19236260652542114
60,-0.15550297498703003,-0.10223203897476196
61,-0.18547752499580383,-0.15373539924621582
62,-0.32678744196891785,-0.20438149571418762
63,-0.31712180376052856,-0.20370489358901978
64,-0.33049267530441284,-0.1738649606704712
65,-0.3492935299873352,-0.1827843189239502
